Date,C1_School_closing,C1_Flag,C2_Workplace_closing,C2_Flag,C3_Cancel_public_events,C3_Flag,C4_Restrictions_on_gatherings,C4_Flag,C5_Close_public_transport,C5_Flag,C6_Stay_at_home_requirements,C6_Flag,C7_Restrictions_on_internal_movement,C7_Flag,C8_International_travel_controls,E1_Income_support,E1_Flag,E2_Debt_contract_relief,H1_Public_information_campaigns,H1_Flag,H2_Testing_policy,H3_Contact_tracing,H6_Facial_Coverings,H6_Flag,StringencyIndex,StringencyLegacyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,C1,C2,C3,C4,C5,C6,C7,C8,E1,E2,H1,H2,H3,H6
20200826,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200827,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200828,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200829,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200830,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200831,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200901,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200902,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200903,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200904,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200905,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200906,2,1,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,62.5,67.38,66.37,62.85,87.5,66.66666667,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200907,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200908,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200909,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200910,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200911,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200912,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200913,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200914,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200915,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200916,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200917,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200918,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200919,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200920,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200921,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200922,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200923,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200924,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200925,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200926,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200927,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200928,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200929,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20200930,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201001,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201002,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201003,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201004,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201005,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201006,2,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,60.65,63.81,65.18,61.46,87.5,50,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201007,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,64.35,67.38,67.56,64.24,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201008,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,64.35,67.38,67.56,64.24,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201009,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,64.35,67.38,67.56,64.24,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201010,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,64.35,67.38,67.56,64.24,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201011,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,64.35,67.38,67.56,64.24,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201012,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,1,3,1,64.35,67.38,67.56,64.24,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,50,75
20201013,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,2,4,1,64.35,67.38,72.92,70.49,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,100,100
20201014,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,2,4,1,64.35,67.38,72.92,70.49,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,100,100
20201015,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,2,4,1,64.35,67.38,72.92,70.49,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,100,100
20201016,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,2,4,1,64.35,67.38,72.92,70.49,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,100,100
20201017,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,2,4,1,64.35,67.38,72.92,70.49,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,100,100
20201018,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,2,4,1,64.35,67.38,72.92,70.49,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,100,100
20201019,3,0,2,1,2,0,4,0,0,0,1,0,2,0,3,2,0,2,2,1,2,2,4,1,64.35,67.38,72.92,70.49,87.5,83.33333333,66.66666667,75,87.5,0,16.66666667,75,75,75,100,100,66.66666667,100,100
